Obj1,Obj2,Obj3
3.5,0,0
0.773934394,0.623060408,1.756435777
0.01735132,0.38732186,1.482644672
0.058831799,1.85032306,0.168115831
1.165388938,0.777953333,1.008336036
1.374453588,1.358521788,0.186971816
0.626418224,0.862937744,1.570437549
0.025880343,1.42500714,1.048703454
1.258667583,1.082574116,0.905348691
0.148544359,0.233481236,1.981137408
1.038326837,0.738092385,1.062443924
0.168656114,0.198842578,1.793683052
0.909388962,1.484605652,0.988298614
0.019652033,1.637250131,0.520090084
0.647861189,1.558254768,1.362332064
0.718068311,0.527765511,1.61463824
0.094543204,0.017362721,1.691921871
0.485848973,0.11061262,1.541134323
1.071530135,0.788766567,1.214912082
0.192928515,0.154186376,1.535025995
2.188517825,0.643212849,0.256312241
0.778775902,1.703913248,0.025450044
0.019772958,0.345559359,1.517238928
0.505861247,0.647391324,1.715343979
1.705096339,0.651167984,0.369130763
1.563758884,1.426341923,0.417642783
0.648628254,1.597235796,0.540540666
0.271557892,0.634094953,1.704149832
0.295074255,1.621727153,0.090365575
0.876597016,1.246446426,1.057400694
1.121189589,0.592217788,0.62951952
0.018964629,1.455179388,1.643424927
1.29706644,0.000695704,0.972320636
0.078988453,1.182635974,1.399181928
0.599457741,1.335516378,1.115123482
1.151061357,1.546519817,0.155730041
0.198658975,1.973165921,0.747952012
0.257511604,0.32503538,1.483266673
0.022174114,0.007347515,1.687467473
1.042745434,0.835583439,0.831911561
0.698191376,0.924936582,1.718685312
0.923822762,0.400848789,1.480892168
0.78698336,0.526689269,1.874779271
0.82207795,1.291040204,1.4556675
1.035617625,1.514080104,0.104171968
1.242414615,0.115534178,1.327558676
0.273541849,0.229445342,1.872674886
0.80735257,1.04044443,0.498339209
0.27200299,0.535602762,1.903640773
1.179279309,0.383018329,1.266673882
